Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Total Work Force,Total Female Workforce,Total Female Did Not Work,Total Male Workforce,Total Male Did Not Work,Masters Attainment,Median Rent,state,congressional district,Year,Male DNW %,Female DNW %,DNW Delta
"Congressional District 11 (115th Congress), New Jersey",107027.0,743033.0,43.1,53047.0,31243.0,475722.0,315347.0,57068.0,233531.0,33496.0,81291.0,1359.0,34,11,2017,14.343277766120986,18.096890092501276,3.7536123263802903
"Congressional District 12 (115th Congress), New Jersey",83770.0,757602.0,39.5,41030.0,67914.0,496296.0,314173.0,67298.0,246821.0,43425.0,73115.0,1166.0,34,12,2017,17.593721765976152,21.42068223558358,3.826960469607428
"Congressional District 2 (115th Congress), New Mexico",42508.0,696944.0,36.0,21950.0,154918.0,429904.0,271777.0,74579.0,217508.0,56043.0,27448.0,599.0,35,02,2017,25.765948838663405,27.441247787708306,1.675298949044901
"Congressional District 3 (115th Congress), New Mexico",48925.0,696138.0,38.1,25710.0,139217.0,434633.0,278601.0,75456.0,216793.0,59582.0,39773.0,712.0,35,03,2017,27.483359702573424,27.08389417123413,-0.39946553133929186
"Congressional District 1 (115th Congress), New York",90378.0,721210.0,41.7,40985.0,49902.0,467001.0,299676.0,64555.0,234750.0,44493.0,61270.0,1497.0,36,01,2017,18.95335463258786,21.541598259453544,2.588243626865683
"Congressional District 3 (115th Congress), New York",108136.0,731138.0,44.5,54253.0,40546.0,452866.0,309215.0,67082.0,222422.0,38159.0,83155.0,1658.0,36,03,2017,17.15612664214871,21.6942903804796,4.538163738330891
"Congressional District 5 (115th Congress), New York",66094.0,784341.0,37.3,26267.0,96065.0,525133.0,336265.0,82472.0,249948.0,59546.0,36473.0,1200.0,36,05,2017,23.823355257893642,24.525894755624286,0.7025394977306441
"Congressional District 6 (115th Congress), New York",61648.0,742207.0,41.0,31163.0,99213.0,493270.0,326058.0,80899.0,238156.0,47246.0,56790.0,1374.0,36,06,2017,19.838257276742976,24.811229903882133,4.972972627139157
"Congressional District 8 (115th Congress), New York",49556.0,772709.0,36.1,28125.0,171621.0,516441.0,345626.0,89761.0,236200.0,67858.0,48445.0,1090.0,36,08,2017,28.72904318374259,25.970557770538097,-2.758485413204493
"Congressional District 10 (115th Congress), New York",87826.0,740752.0,36.1,67089.0,120559.0,501141.0,314199.0,68612.0,248329.0,44731.0,101801.0,1649.0,36,10,2017,18.012797538749,21.83711596790569,3.8243184291566905
"Congressional District 11 (115th Congress), New York",69192.0,733750.0,39.5,32919.0,101983.0,477823.0,309883.0,85107.0,233909.0,56095.0,52976.0,1170.0,36,11,2017,23.981548379925528,27.46423650216372,3.4826881222381907
"Congressional District 13 (115th Congress), New York",39490.0,782402.0,34.5,24613.0,218088.0,543967.0,339873.0,91053.0,262317.0,69739.0,47629.0,1025.0,36,13,2017,26.585772176412508,26.79030108305161,0.2045289066391014
"Congressional District 15 (115th Congress), New York",27351.0,758424.0,30.8,14874.0,285431.0,497976.0,309387.0,108498.0,232913.0,82435.0,12281.0,932.0,36,15,2017,35.39304375453496,35.068700365561575,-0.3243433889733822
"Congressional District 16 (115th Congress), New York",68246.0,745855.0,39.7,41765.0,94195.0,477126.0,324730.0,71705.0,224744.0,50027.0,66578.0,1199.0,36,16,2017,22.259548642010465,22.081421488621316,-0.17812715338914842
"Congressional District 18 (115th Congress), New York",82543.0,723244.0,39.5,39192.0,68440.0,469649.0,291880.0,63733.0,236351.0,46208.0,56953.0,1058.0,36,18,2017,19.550583665819058,21.83534329176374,2.2847596259446803
"Congressional District 20 (115th Congress), New York",64154.0,727071.0,39.0,34652.0,83539.0,482917.0,310580.0,55698.0,238736.0,43607.0,61670.0,810.0,36,20,2017,18.265783124455467,17.933543692446392,-0.33223943200907513
"Congressional District 21 (115th Congress), New York",53402.0,712223.0,40.4,27113.0,93797.0,466063.0,284441.0,58947.0,245100.0,61475.0,40384.0,673.0,36,21,2017,25.081599347205223,20.72380563983392,-4.357793707371304
"Congressional District 23 (115th Congress), New York",49433.0,706305.0,40.2,26359.0,108086.0,457840.0,293859.0,62892.0,230712.0,55130.0,42717.0,592.0,36,23,2017,23.895592773674537,21.402101007626108,-2.493491766048429
"Congressional District 25 (115th Congress), New York",54715.0,721651.0,38.5,31062.0,105208.0,471515.0,306938.0,56565.0,230277.0,44708.0,59645.0,759.0,36,25,2017,19.414878602726283,18.428803211071944,-0.9860753916543388
"Congressional District 26 (115th Congress), New York",47127.0,715764.0,38.2,28075.0,132637.0,468085.0,309004.0,62906.0,227504.0,50645.0,49731.0,616.0,36,26,2017,22.261147056755046,20.35766527294145,-1.9034817838135965
"Congressional District 6 (115th Congress), Texas",64748.0,759949.0,35.2,29314.0,88340.0,500603.0,303632.0,68521.0,244090.0,42098.0,35176.0,821.0,48,06,2017,17.246917120734157,22.567120725088266,5.320203604354109
"Congressional District 1 (115th Congress), Texas",47282.0,713841.0,36.8,24526.0,124035.0,443826.0,287783.0,74027.0,219217.0,49799.0,21712.0,637.0,48,01,2017,22.716760105283807,25.723201161986637,3.0064410567028297
"Congressional District 3 (115th Congress), Texas",90604.0,816143.0,36.6,42802.0,55205.0,541973.0,321709.0,73864.0,266641.0,33331.0,79893.0,1082.0,48,03,2017,12.500328156585072,22.9598798914547,10.45955173486963
"Congressional District 5 (115th Congress), Texas",50049.0,740618.0,35.9,24177.0,117357.0,468737.0,282365.0,72391.0,240726.0,55441.0,24858.0,704.0,48,05,2017,23.030748651994383,25.63738423671489,2.6066355847205074
"Congressional District 7 (115th Congress), Texas",73591.0,770276.0,34.8,46742.0,93602.0,511181.0,301804.0,75561.0,253937.0,35403.0,66367.0,1003.0,48,07,2017,13.941646943927037,25.036447495725703,11.094800551798667
"Congressional District 9 (115th Congress), Texas",46321.0,780017.0,32.3,21883.0,160966.0,522878.0,308416.0,81379.0,255516.0,48904.0,30170.0,770.0,48,09,2017,19.139310258457396,26.386114857854327,7.246804599396931
"Congressional District 11 (115th Congress), Texas",54570.0,753479.0,35.3,29303.0,95405.0,468382.0,290862.0,74239.0,240069.0,43519.0,21765.0,713.0,48,11,2017,18.12770495149311,25.523787913168444,7.396082961675333
"Congressional District 12 (115th Congress), Texas",64541.0,773234.0,35.2,32579.0,85762.0,505124.0,311199.0,70796.0,247637.0,39015.0,38552.0,833.0,48,12,2017,15.754915460936774,22.749430428761016,6.994514967824243
"Congressional District 14 (115th Congress), Texas",57851.0,737708.0,36.8,29542.0,109459.0,481341.0,285132.0,74859.0,249329.0,62456.0,25550.0,727.0,48,14,2017,25.04963321555054,26.254155969866588,1.2045227543160486
"Congressional District 16 (115th Congress), Texas",44891.0,734516.0,32.1,20962.0,146773.0,469714.0,286121.0,84157.0,232871.0,49396.0,25676.0,685.0,48,16,2017,21.211743841010687,29.41308047993681,8.201336638926122
"Congressional District 17 (115th Congress), Texas",51151.0,750555.0,32.4,26566.0,132421.0,506985.0,302022.0,68207.0,254639.0,49205.0,33096.0,755.0,48,17,2017,19.323434352161296,22.583454185456688,3.2600198332953916
"Congressional District 19 (115th Congress), Texas",48548.0,721822.0,33.0,24453.0,117239.0,465338.0,276998.0,61951.0,242169.0,53605.0,23648.0,638.0,48,19,2017,22.13536827587346,22.36514343063849,0.2297751547650293
"Congressional District 21 (115th Congress), Texas",67354.0,777686.0,37.6,38886.0,86235.0,518024.0,324863.0,64495.0,258206.0,40299.0,62178.0,958.0,48,21,2017,15.607305794598112,19.852984181024002,4.24567838642589
"Congressional District 22 (115th Congress), Texas",93667.0,844913.0,35.6,39027.0,65548.0,551250.0,327719.0,86875.0,269977.0,43340.0,67414.0,1032.0,48,22,2017,16.053219348314858,26.508990934306524,10.455771585991666
"Congressional District 24 (115th Congress), Texas",70492.0,774968.0,35.7,40830.0,70348.0,532171.0,312988.0,62445.0,264026.0,28276.0,65389.0,929.0,48,24,2017,10.709551332065782,19.951244137155417,9.241692805089635
"Congressional District 26 (115th Congress), Texas",85433.0,823749.0,34.8,37488.0,62247.0,549560.0,321365.0,65850.0,269678.0,33885.0,56988.0,970.0,48,26,2017,12.564984907927231,20.49071927559006,7.9257343676628285
"Congressional District 28 (115th Congress), Texas",46733.0,742188.0,31.4,19512.0,185029.0,455352.0,278716.0,89492.0,222003.0,52839.0,19374.0,646.0,48,28,2017,23.80102971581465,32.10866975702866,8.307640041214007
"Congressional District 29 (115th Congress), Texas",41301.0,740295.0,30.0,16955.0,184127.0,474728.0,264403.0,93524.0,242319.0,42146.0,8465.0,692.0,48,29,2017,17.39277563872416,35.37176204506,17.978986406335842
"Congressional District 31 (115th Congress), Texas",68127.0,806513.0,34.3,31243.0,78197.0,522945.0,312173.0,71408.0,260862.0,40479.0,45971.0,860.0,48,31,2017,15.517400004600134,22.874495872480963,7.35709586788083
"Congressional District 33 (115th Congress), Texas",39089.0,727777.0,29.8,15900.0,185532.0,463363.0,259855.0,86432.0,236802.0,43402.0,9268.0,687.0,48,33,2017,18.328392496684994,33.261626676415695,14.9332341797307
"Congressional District 34 (115th Congress), Texas",37568.0,720989.0,32.0,17010.0,205472.0,433585.0,268399.0,87887.0,217405.0,66658.0,14234.0,527.0,48,34,2017,30.66074837285251,32.74490590501455,2.0841575321620383
"Congressional District 36 (115th Congress), Texas",58115.0,726915.0,37.1,28478.0,98514.0,467241.0,283490.0,84415.0,237282.0,52175.0,21583.0,716.0,48,36,2017,21.988604276767727,29.7770644467177,7.788460169949971
"Congressional District (at Large) (115th Congress), Vermont",57808.0,624636.0,42.8,31917.0,68144.0,410480.0,266215.0,39350.0,203781.0,31979.0,46246.0,821.0,50,00,2017,15.692827103606323,14.78128580282854,-0.9115413007777828
"Congressional District 4 (115th Congress), Utah",69115.0,773536.0,31.0,26614.0,70222.0,484318.0,278013.0,61843.0,244928.0,27493.0,32039.0,917.0,49,04,2017,11.224931408413902,22.244643236107663,11.019711827693762
"Congressional District 1 (115th Congress), Utah",65355.0,740424.0,30.4,26334.0,76536.0,460190.0,266325.0,62997.0,232685.0,31675.0,29804.0,733.0,49,01,2017,13.612824204396501,23.65418192058575,10.041357716189248
"Congressional District 3 (115th Congress), Utah",68918.0,740511.0,27.8,27878.0,82501.0,465163.0,270330.0,66503.0,233026.0,28028.0,38715.0,850.0,49,03,2017,12.027842386686464,24.600673251211482,12.572830864525018
"Congressional District 1 (115th Congress), Virginia",83367.0,776151.0,39.0,36844.0,54331.0,502248.0,311483.0,61908.0,249994.0,37742.0,57965.0,1090.0,51,01,2017,15.097162331895966,19.8752419875242,4.778079655628233
"Congressional District 2 (115th Congress), Virginia",66487.0,738962.0,35.6,33501.0,68235.0,494530.0,299220.0,60819.0,252037.0,34505.0,47278.0,1042.0,51,02,2017,13.69045021167527,20.32584720272709,6.63539699105182
"Congressional District 4 (115th Congress), Virginia",54560.0,760613.0,37.5,29147.0,118067.0,513835.0,319136.0,68623.0,253819.0,57939.0,41838.0,798.0,51,04,2017,22.8268963316379,21.502744911260404,-1.324151420377497
"Congressional District 6 (115th Congress), Virginia",51875.0,746117.0,39.8,27477.0,102791.0,481730.0,318111.0,62022.0,236665.0,44016.0,35084.0,653.0,51,06,2017,18.598440834090383,19.496968039457926,0.898527205367543
"Congressional District 7 (115th Congress), Virginia",73904.0,769141.0,39.5,36104.0,62043.0,496416.0,315419.0,58686.0,244254.0,41374.0,56450.0,968.0,51,07,2017,16.938924234608237,18.60572761945222,1.666803384843984
"Congressional District 9 (115th Congress), Virginia",42438.0,714326.0,42.4,24144.0,125227.0,461452.0,301197.0,76199.0,235852.0,64536.0,27737.0,482.0,51,09,2017,27.362922510727067,25.298724754894636,-2.0641977558324314
"Congressional District 1 (115th Congress), North Carolina",41998.0,750304.0,37.6,24712.0,155904.0,491977.0,321443.0,78157.0,236850.0,66492.0,36157.0,585.0,37,01,2017,28.073464217859403,24.314419663828424,-3.7590445540309787
"Congressional District 2 (115th Congress), North Carolina",64502.0,806396.0,38.2,31501.0,90419.0,516683.0,320670.0,73289.0,253084.0,48512.0,46858.0,681.0,37,02,2017,19.168339365586128,22.85495992765148,3.6866205620653503
"Congressional District 3 (115th Congress), North Carolina",48484.0,754005.0,36.5,25844.0,113128.0,485191.0,296995.0,69817.0,254133.0,49655.0,28500.0,637.0,37,03,2017,19.53898155690131,23.50780316166939,3.968821604768081
"Congressional District 4 (115th Congress), North Carolina",66982.0,825295.0,34.4,36795.0,98928.0,574356.0,344058.0,69013.0,279531.0,43153.0,82543.0,889.0,37,04,2017,15.437643767596438,20.05853664207779,4.620892874481353
"Congressional District 5 (115th Congress), North Carolina",44052.0,749093.0,40.6,25877.0,136038.0,480160.0,315737.0,75585.0,236209.0,56447.0,34010.0,566.0,37,05,2017,23.897057267081273,23.939227901703,0.04217063462172632
"Congressional District 6 (115th Congress), North Carolina",47256.0,757229.0,41.0,26161.0,122737.0,478681.0,315918.0,73009.0,233994.0,51928.0,30037.0,547.0,37,06,2017,22.192022017658573,23.110110851550086,0.9180888338915132
"Congressional District 7 (115th Congress), North Carolina",45716.0,777138.0,41.3,26085.0,146729.0,489662.0,326642.0,75328.0,240936.0,55683.0,31689.0,621.0,37,07,2017,23.11111664508417,23.061333202711225,-0.049783442372945075
"Congressional District 8 (115th Congress), North Carolina",50110.0,772777.0,35.8,25851.0,115607.0,496681.0,308430.0,76864.0,249202.0,50412.0,32772.0,658.0,37,08,2017,20.229372155921702,24.921051778361377,4.6916796224396755
"Congressional District 10 (115th Congress), North Carolina",45783.0,749120.0,41.7,25531.0,116375.0,478237.0,317429.0,73773.0,233923.0,52624.0,31165.0,566.0,37,10,2017,22.496291514729204,23.24078770370697,0.7444961889777666
"Congressional District 12 (115th Congress), North Carolina",56061.0,830510.0,33.6,31303.0,126224.0,572346.0,339637.0,69918.0,277183.0,44003.0,54575.0,849.0,37,12,2017,15.875071703531601,20.58609633226062,4.711024628729019
"Congressional District 13 (115th Congress), North Carolina",48679.0,762411.0,39.4,27453.0,120856.0,494263.0,323277.0,75291.0,238805.0,49109.0,35428.0,623.0,37,13,2017,20.564477293189004,23.289934019432252,2.725456726243248
"Congressional District (at Large) (115th Congress), North Dakota",61285.0,745475.0,35.1,34256.0,79374.0,485083.0,288453.0,38947.0,255581.0,25707.0,26075.0,695.0,38,00,2017,10.058259416779807,13.502026326645936,3.443766909866129
"Congressional District 7 (115th Congress), Ohio",52532.0,724257.0,40.9,26368.0,90097.0,449056.0,295533.0,57725.0,223797.0,37425.0,26313.0,533.0,39,07,2017,16.72274427271143,19.532505676185064,2.809761403473633
"Congressional District 8 (115th Congress), Ohio",55913.0,725385.0,38.8,28040.0,90709.0,459481.0,294973.0,58564.0,227948.0,40156.0,33253.0,598.0,39,08,2017,17.616298454033377,19.85402053747292,2.237722083439543
"Congressional District 10 (115th Congress), Ohio",50316.0,720851.0,39.1,28732.0,115546.0,460278.0,303227.0,63285.0,225832.0,45570.0,44986.0,607.0,39,10,2017,20.17871692231393,20.870502956530917,0.6917860342169853
"Congressional District 12 (115th Congress), Ohio",69159.0,761758.0,38.4,36330.0,72718.0,491776.0,306567.0,54992.0,246102.0,39197.0,55051.0,710.0,39,12,2017,15.92713590299957,17.938003764266863,2.010867861267293
"Congressional District 13 (115th Congress), Ohio",43753.0,710834.0,40.7,25043.0,123081.0,460133.0,303977.0,63901.0,227581.0,48435.0,26967.0,572.0,39,13,2017,21.282532373089143,21.021656243728966,-0.26087612936017734
"Congressional District 15 (115th Congress), Ohio",61004.0,749429.0,38.1,30429.0,88240.0,497575.0,301274.0,59659.0,256071.0,56079.0,41464.0,695.0,39,15,2017,21.899785606335744,19.802239821557784,-2.09754578477796
"Congressional District 1 (115th Congress), Ohio",55897.0,733390.0,37.1,31436.0,113371.0,472997.0,297180.0,60226.0,233074.0,45167.0,44978.0,615.0,39,01,2017,19.3788238928409,20.265832155595934,0.8870082627550353
"Congressional District 2 (115th Congress), Ohio",54888.0,726067.0,39.7,31878.0,100758.0,465170.0,299894.0,64420.0,229808.0,45144.0,43837.0,603.0,39,02,2017,19.644224744134235,21.48092325955171,1.8366985154174742
"Congressional District 4 (115th Congress), Ohio",51697.0,711332.0,40.7,26127.0,91933.0,452821.0,287039.0,55916.0,230850.0,46109.0,24351.0,530.0,39,04,2017,19.973575915096383,19.480279683248618,-0.49329623184776494
"Congressional District 6 (115th Congress), Ohio",46048.0,703764.0,43.3,24698.0,111943.0,440374.0,289315.0,69998.0,224063.0,54567.0,23040.0,470.0,39,06,2017,24.35341845820149,24.194390197535558,-0.1590282606659308
"Congressional District 1 (115th Congress), Oklahoma",52927.0,789968.0,36.1,29549.0,114913.0,501803.0,317045.0,69072.0,246964.0,40996.0,34427.0,648.0,40,01,2017,16.599990281984418,21.786181772303618,5.1861914903191995
"Congressional District 3 (115th Congress), Oklahoma",50439.0,773867.0,36.4,25450.0,112861.0,488242.0,300619.0,74785.0,251938.0,52790.0,26636.0,532.0,40,03,2017,20.953567941318894,24.87700378219607,3.9234358408771755
"Congressional District 5 (115th Congress), Oklahoma",49560.0,803924.0,34.7,28461.0,138178.0,514116.0,320884.0,76515.0,252854.0,46821.0,38380.0,625.0,40,05,2017,18.517009815941215,23.845065506538187,5.3280556905969725
"Congressional District 2 (115th Congress), Oregon",48797.0,794957.0,41.9,26389.0,125426.0,486270.0,323890.0,68753.0,244402.0,54296.0,35410.0,715.0,41,02,2017,22.215857480708014,21.227268517089136,-0.9885889636188772
"Congressional District 4 (115th Congress), Oregon",46558.0,785159.0,41.4,26445.0,141267.0,500225.0,332656.0,73400.0,249549.0,59597.0,38672.0,759.0,41,04,2017,23.881882916781876,22.06483574623635,-1.817047170545525
"Congressional District 1 (115th Congress), Oregon",70350.0,817756.0,37.6,35587.0,86825.0,540059.0,331614.0,70942.0,270097.0,39636.0,59828.0,993.0,41,01,2017,14.674727968100349,21.392944809326504,6.718216841226155
"Congressional District 1 (115th Congress), Pennsylvania",44350.0,723042.0,33.8,25607.0,171928.0,488497.0,300404.0,82102.0,237836.0,69861.0,34168.0,793.0,42,01,2017,29.373601977833466,27.33052822199438,-2.0430737558390852
"Congressional District 2 (115th Congress), Pennsylvania",39560.0,716385.0,34.1,29902.0,184601.0,486763.0,324975.0,90599.0,224015.0,75575.0,48996.0,792.0,42,02,2017,33.73658013972279,27.878759904608046,-5.857820235114744
"Congressional District 3 (115th Congress), Pennsylvania",50769.0,695002.0,42.8,27989.0,92676.0,440755.0,290514.0,60452.0,221801.0,45150.0,33599.0,537.0,42,03,2017,20.356084959039862,20.80863572839863,0.45255076935876914
"Congressional District 4 (115th Congress), Pennsylvania",61293.0,720275.0,40.7,30793.0,73306.0,461328.0,297758.0,51924.0,229719.0,37006.0,36325.0,738.0,42,04,2017,16.109246514219546,17.438322396039737,1.3290758818201915
"Congressional District 5 (115th Congress), Pennsylvania",49206.0,702582.0,40.6,25777.0,98860.0,463022.0,286882.0,56591.0,244155.0,56028.0,31419.0,558.0,42,05,2017,22.947717638385452,19.726228902475583,-3.221488735909869
"Congressional District 6 (115th Congress), Pennsylvania",80361.0,726341.0,41.0,41553.0,50598.0,467874.0,300898.0,50158.0,232402.0,31155.0,64116.0,982.0,42,06,2017,13.40565055378181,16.669436154444362,3.263785600662553
"Congressional District 7 (115th Congress), Pennsylvania",86542.0,718119.0,42.1,43103.0,39925.0,454594.0,298135.0,51332.0,227129.0,35236.0,62440.0,1010.0,42,07,2017,15.513650832786654,17.21770338940413,1.7040525566174747
"Congressional District 8 (115th Congress), Pennsylvania",81909.0,709322.0,43.4,41471.0,42282.0,457126.0,296521.0,51118.0,228289.0,32761.0,58771.0,1030.0,42,08,2017,14.350669546057848,17.239251182884182,2.888581636826334
"Congressional District 9 (115th Congress), Pennsylvania",48290.0,694033.0,43.0,25677.0,98226.0,436582.0,291157.0,63800.0,219654.0,48258.0,24711.0,528.0,42,09,2017,21.970007375235596,21.912576376319304,-0.057430998916292
"Congressional District 10 (115th Congress), Pennsylvania",53262.0,699026.0,43.7,27106.0,80136.0,440282.0,287668.0,60814.0,225529.0,46724.0,29387.0,589.0,42,10,2017,20.71751304710259,21.140342339085336,0.42282929198274743
"Congressional District 11 (115th Congress), Pennsylvania",54522.0,707296.0,42.4,28555.0,81298.0,452038.0,296919.0,56629.0,228099.0,46503.0,32963.0,629.0,42,11,2017,20.38720029460892,19.072204877424483,-1.3149954171844378
"Congressional District 12 (115th Congress), Pennsylvania",60357.0,699504.0,45.5,34287.0,63479.0,434176.0,296173.0,53255.0,218241.0,37811.0,46244.0,554.0,42,12,2017,17.325342167603704,17.98104486229332,0.6557026946896158
"Congressional District 13 (115th Congress), Pennsylvania",60082.0,727631.0,38.0,32084.0,99644.0,467874.0,303175.0,61695.0,229139.0,45989.0,49282.0,891.0,42,13,2017,20.07035031138305,20.34963305021852,0.27928273883547305
"Congressional District 14 (115th Congress), Pennsylvania",44874.0,701608.0,37.9,29115.0,123060.0,475338.0,311910.0,55120.0,233510.0,46173.0,46548.0,640.0,42,14,2017,19.77345723951865,17.671764290981372,-2.101692948537277
"Congressional District 15 (115th Congress), Pennsylvania",62138.0,722676.0,40.6,31829.0,78831.0,464574.0,301883.0,54708.0,230600.0,38114.0,39800.0,814.0,42,15,2017,16.528187337380746,18.122252660799052,1.594065323418306
"Congressional District 16 (115th Congress), Pennsylvania",58172.0,725929.0,37.3,28099.0,97041.0,454829.0,293202.0,58978.0,224463.0,34500.0,33658.0,760.0,42,16,2017,15.370016439234973,20.115142461511176,4.745126022276203
"Congressional District 18 (115th Congress), Pennsylvania",64591.0,704815.0,44.7,36333.0,55902.0,445622.0,300317.0,53249.0,224203.0,34990.0,50760.0,641.0,42,18,2017,15.606392421154043,17.73093098292804,2.1245385617739974
"Congressional District 1 (115th Congress), Rhode Island",56013.0,532360.0,38.7,32516.0,78494.0,352403.0,226939.0,45449.0,173733.0,33901.0,33168.0,799.0,44,01,2017,19.5132761191023,20.026967599222697,0.5136914801203964
"Congressional District 7 (115th Congress), South Carolina",42536.0,698776.0,42.5,23843.0,134781.0,434039.0,299442.0,73301.0,208576.0,55363.0,27094.0,593.0,45,07,2017,26.543322338140534,24.479197974899982,-2.064124363240552
"Congressional District 2 (115th Congress), South Carolina",57042.0,697001.0,38.4,29597.0,90309.0,452455.0,287577.0,62990.0,221945.0,41350.0,42270.0,674.0,45,02,2017,18.630741850458445,21.903698835442334,3.272956984983889
"Congressional District 3 (115th Congress), South Carolina",44345.0,677940.0,40.3,23731.0,117445.0,428907.0,281239.0,68476.0,213262.0,51248.0,26352.0,515.0,45,03,2017,24.030535210210914,24.347974498558166,0.3174392883472521
"Congressional District 5 (115th Congress), South Carolina",48044.0,695549.0,39.8,25553.0,112677.0,441932.0,287437.0,72392.0,216310.0,52417.0,29499.0,566.0,45,05,2017,24.23235171744256,25.185344962548314,0.9529932451057554
"Congressional District 2 (115th Congress), Tennessee",50711.0,732230.0,39.8,28953.0,110316.0,473690.0,309549.0,70995.0,232995.0,46608.0,38624.0,629.0,47,02,2017,20.003862743835704,22.934979599352605,2.931116855516901
"Congressional District 3 (115th Congress), Tennessee",45751.0,723001.0,41.5,26342.0,116797.0,460408.0,304100.0,76103.0,227750.0,55994.0,30847.0,557.0,47,03,2017,24.585729967069156,25.025649457415323,0.43991949034616695
"Congressional District 5 (115th Congress), Tennessee",52985.0,758995.0,34.8,31580.0,122413.0,521371.0,318935.0,62390.0,254028.0,40409.0,47497.0,804.0,47,05,2017,15.907301557308642,19.561979713734775,3.654678156426133
"Congressional District 7 (115th Congress), Tennessee",54233.0,752931.0,37.5,29709.0,102357.0,479805.0,297180.0,81088.0,240936.0,53711.0,37240.0,619.0,47,07,2017,22.2926420294186,27.285820041725554,4.993178012306952
"Congressional District 8 (115th Congress), Tennessee",55777.0,709012.0,40.5,30885.0,97432.0,445740.0,293573.0,72204.0,217394.0,50840.0,36935.0,524.0,47,08,2017,23.386110012235847,24.594904844791586,1.2087948325557392
"Congressional District 11 (115th Congress), Virginia",107567.0,787515.0,36.6,46532.0,51788.0,532095.0,316265.0,61741.0,264170.0,33500.0,104370.0,1672.0,51,11,2017,12.681227997123065,19.521919908937125,6.84069191181406
"Congressional District 1 (115th Congress), Washington",90029.0,729667.0,38.7,43348.0,55158.0,482019.0,289978.0,63452.0,243328.0,35358.0,58414.0,1273.0,53,01,2017,14.531003419253025,21.88165998799909,7.350656568746064
"Congressional District 2 (115th Congress), Washington",64663.0,715426.0,38.0,32558.0,82897.0,474616.0,293787.0,61170.0,239876.0,38683.0,36490.0,1016.0,53,02,2017,16.126248561756906,20.82120720113552,4.694958639378612
"Congressional District 3 (115th Congress), Washington",60163.0,708507.0,39.7,29675.0,86372.0,445360.0,284635.0,71438.0,222090.0,43641.0,31677.0,853.0,53,03,2017,19.650141834391462,25.098108103360445,5.447966268968983
"Congressional District 4 (115th Congress), Washington",53381.0,711057.0,33.7,24301.0,117007.0,433059.0,262124.0,63854.0,220010.0,41484.0,23281.0,682.0,53,04,2017,18.85550656788328,24.36022645770704,5.504719889823761
"Congressional District 5 (115th Congress), Washington",50693.0,696562.0,37.7,27327.0,106565.0,452476.0,284598.0,62797.0,227996.0,49859.0,35326.0,702.0,53,05,2017,21.86836611168617,22.065158574550768,0.19679246286459673
"Congressional District 6 (115th Congress), Washington",59898.0,689399.0,42.0,32435.0,86277.0,438889.0,284581.0,66496.0,223834.0,51319.0,37771.0,869.0,53,06,2017,22.92725859342191,23.366282358976882,0.43902376555497113
"Congressional District 7 (115th Congress), Washington",80962.0,746893.0,36.8,51311.0,78011.0,541155.0,320979.0,48791.0,275155.0,35578.0,89675.0,1258.0,53,07,2017,12.93016663335211,15.200682910720015,2.2705162773679053
"Congressional District 8 (115th Congress), Washington",79632.0,725674.0,37.9,36646.0,67751.0,473666.0,284139.0,65403.0,237800.0,37389.0,43214.0,1043.0,53,08,2017,15.7228763666947,23.017959519812486,7.295083153117785
"Congressional District 9 (115th Congress), Washington",73249.0,726425.0,37.0,40148.0,88380.0,494170.0,294349.0,62304.0,252776.0,39916.0,56081.0,1155.0,53,09,2017,15.791056112922114,21.166710265704996,5.375654152782882
"Congressional District 10 (115th Congress), Washington",61351.0,720357.0,35.8,29578.0,91532.0,470402.0,288355.0,68671.0,236301.0,45264.0,32481.0,963.0,53,10,2017,19.1552299820991,23.814742244802414,4.659512262703313
"Congressional District 2 (115th Congress), West Virginia",49173.0,623720.0,42.4,26674.0,92158.0,394578.0,258553.0,65787.0,196280.0,48641.0,27672.0,549.0,54,02,2017,24.781434685143672,25.44429962135423,0.662864936210557
"Congressional District 1 (115th Congress), Wisconsin",62769.0,716303.0,40.5,31738.0,72723.0,462538.0,289284.0,49335.0,232595.0,37326.0,36021.0,737.0,55,01,2017,16.047636449622736,17.054175135852656,1.00653868622992
"Congressional District 2 (115th Congress), Wisconsin",63850.0,747025.0,36.3,34365.0,90554.0,500831.0,305020.0,40877.0,251411.0,29908.0,52517.0,827.0,55,02,2017,11.896058645007578,13.401416300570455,1.505357655562877
"Congressional District 4 (115th Congress), Wisconsin",41514.0,715308.0,32.8,24174.0,171806.0,472444.0,290560.0,64229.0,228500.0,53841.0,32654.0,687.0,55,04,2017,23.562800875273524,22.105245044052865,-1.4575558312206596
"Congressional District 6 (115th Congress), Wisconsin",57150.0,712513.0,41.7,30851.0,65716.0,456075.0,288651.0,42125.0,234608.0,36252.0,29096.0,607.0,55,06,2017,15.452158494168996,14.593748159542146,-0.8584103346268499
"Congressional District 7 (115th Congress), Wisconsin",52826.0,707988.0,44.0,28957.0,75987.0,437175.0,284272.0,42379.0,223526.0,33504.0,26771.0,565.0,55,07,2017,14.98886035628965,14.907905104969888,-0.08095525131976089
