Name,Household Income,Population,Median Age (male),Median age (female),Total Median Age,Per Capita Income,Poverty Count,Total Work Force,Total Female Workforce,Total Female Did Not Work,Total Male Workforce,Total Male Did Not Work,Masters Degree Obtained,Median Rent,state,congressional district,Year,Male DNW %,Female DNW %
"Congressional District 1 (116th Congress), Alabama",53606,722794,38.9,41.4,40.3,29688,109032,447518,301800,77217,217406,55953,33551,707,1,1,2021,25.7366402,25.58548708
"Congressional District 2 (116th Congress), Alabama",52194,689681,37.5,40.7,39,28319,115310,435275,287843,76285,213201,54707,31270,619,1,2,2021,25.65982336,26.50229465
"Congressional District 3 (116th Congress), Alabama",53090,731482,37.6,39.9,38.8,28451,121511,468161,304646,77313,230635,57921,35868,590,1,3,2021,25.11370781,25.37797969
"Congressional District 4 (116th Congress), Alabama",50931,702255,39.7,42.2,40.9,27056,109196,431360,285978,76826,216170,50766,24306,469,1,4,2021,23.48429477,26.86430425
"Congressional District 5 (116th Congress), Alabama",63180,751690,38.7,40.8,39.8,35350,90719,483297,310448,75739,241259,48404,52340,643,1,5,2021,20.06308573,24.39667835
"Congressional District 6 (116th Congress), Alabama",73619,731505,38.5,40.3,39.5,39473,68710,462766,302796,65063,226653,42317,47571,877,1,6,2021,18.67039042,21.48740406
"Congressional District 7 (116th Congress), Alabama",40677,668268,34.4,38.4,36.5,23898,155341,432695,290274,76336,204251,61294,26134,609,1,7,2021,30.0091554,26.29791163
"Congressional District (at Large) (116th Congress), Alaska",80287,735951,34.6,35.4,35,39236,75016,481977,271261,54983,255877,43700,39503,1153,2,0,2021,17.07851819,20.26940843
"Congressional District 1 (116th Congress), Arizona",60420,758861,37.4,39.4,38.3,28850,129488,457817,298899,77336,234520,69600,39760,859,4,1,2021,29.67763943,25.87362286
"Congressional District 2 (116th Congress), Arizona",59161,729613,38.6,43.3,40.8,34935,93820,441855,303934,62691,223622,45979,55773,821,4,2,2021,20.56103603,20.6265176
"Congressional District 3 (116th Congress), Arizona",56106,780580,32,33.2,32.6,23780,137081,503537,298078,80629,256381,57888,23302,797,4,3,2021,22.57889625,27.0496313
"Congressional District 4 (116th Congress), Arizona",57895,796390,46.7,50.1,48.4,31580,93547,440416,326998,70647,227057,60926,34419,830,4,4,2021,26.8329098,21.60471929
"Congressional District 5 (116th Congress), Arizona",86858,860467,38,40.1,39.1,41117,60267,525248,343090,66323,261265,35991,58810,1282,4,5,2021,13.77566838,19.33107931
"Congressional District 6 (116th Congress), Arizona",81090,769040,40.9,43.6,42.3,51574,74917,488615,325119,61419,242872,37460,70850,1183,4,6,2021,15.42376231,18.89123675
"Congressional District 7 (116th Congress), Arizona",52167,792891,30.2,30.3,30.3,22514,172614,527738,291967,87647,268612,57435,19375,886,4,7,2021,21.38214227,30.0194885
"Congressional District 8 (116th Congress), Arizona",77153,821009,40.8,43.4,42.2,36960,68715,482486,346355,66765,234500,40562,52429,1217,4,8,2021,17.29722814,19.2764649
"Congressional District 9 (116th Congress), Arizona",67359,770352,33.1,34.8,33.8,40135,104462,539053,311566,60776,278851,38968,58635,1120,4,9,2021,13.97448817,19.50662139
"Congressional District 1 (116th Congress), Arkansas",46235,717868,38.2,41,39.6,25325,127220,440250,289092,70465,222951,65577,22150,528,5,1,2021,29.41318945,24.37459355
"Congressional District 2 (116th Congress), Arkansas",55764,767099,36.5,38.7,37.6,32675,109267,486547,317973,67748,236670,52186,43695,688,5,2,2021,22.05011197,21.30621153
"Congressional District 3 (116th Congress), Arkansas",59029,831156,35,36.7,35.9,32519,109339,530000,329021,76055,267030,53571,42058,667,5,3,2021,20.06179081,23.11554582
"Congressional District 4 (116th Congress), Arkansas",46300,690186,39.7,42.5,41,25412,122287,420097,283453,73094,209340,61031,21106,505,5,4,2021,29.15400783,25.78699114
"Congressional District 1 (116th Congress), California",61337,708366,40.3,44.1,42,33968,102551,429948,289606,65241,221191,62118,29488,928,6,1,2021,28.08342112,22.52750288
"Congressional District 2 (116th Congress), California",86108,722327,43.4,45.7,44.5,53708,79217,442864,301390,56714,224164,45811,57144,1469,6,2,2021,20.43637694,18.81747901
"Congressional District 3 (116th Congress), California",77120,757414,34.9,36.1,35.5,34738,95158,488801,300188,73756,248341,60123,32409,1270,6,3,2021,24.20985661,24.56993617
"Congressional District 4 (116th Congress), California",87963,760658,43,45.6,44.2,45877,63260,459974,313293,65960,232684,50185,46328,1338,6,4,2021,21.56787746,21.05377394
"Congressional District 5 (116th Congress), California",89372,728345,39.7,42.7,41.1,44551,66345,463691,307629,56653,231599,39324,40159,1675,6,5,2021,16.97934792,18.41601409
"Congressional District 6 (116th Congress), California",66518,781387,33.8,35.5,34.6,32969,127261,515245,316752,79263,252631,52599,37477,1227,6,6,2021,20.82048521,25.02367783
"Congressional District 7 (116th Congress), California",87335,778765,37.3,39.7,38.5,39766,78488,497320,316832,67992,248803,54416,44006,1358,6,7,2021,21.87111892,21.45995354
"Congressional District 8 (116th Congress), California",60500,749184,33.5,35,34.2,26734,125466,464137,280336,91233,237112,64309,22399,999,6,8,2021,27.12178211,32.54416129
"Congressional District 9 (116th Congress), California",78431,796370,34.5,36,35.3,32349,100239,507233,308704,85948,255477,60284,25228,1167,6,9,2021,23.59664471,27.84155696
"Congressional District 10 (116th Congress), California",74420,764549,33.8,35.7,34.8,31055,95682,483131,292809,81974,244078,52084,18527,1169,6,10,2021,21.33908013,27.99572418
"Congressional District 11 (116th Congress), California",106592,767298,38.7,41.2,40,55882,67384,489879,317482,66901,244419,44422,64502,1824,6,11,2021,18.17452817,21.07237576
"Congressional District 12 (116th Congress), California",127278,757251,38.3,38.3,38.3,80577,78325,548173,322442,45364,288909,39299,102125,2021,6,12,2021,13.60255305,14.06888681
"Congressional District 13 (116th Congress), California",92969,772203,36.5,37.9,37.2,52685,95022,532291,332815,64784,262499,44759,84110,1703,6,13,2021,17.05111258,19.4654688
"Congressional District 14 (116th Congress), California",129943,747495,38.9,41.7,40.2,63506,48940,497139,313730,51859,253091,37069,71636,2436,6,14,2021,14.64651054,16.52981863
"Congressional District 15 (116th Congress), California",130999,796865,38.4,39.8,39.1,55497,46734,526560,321207,70211,265251,40521,80323,2168,6,15,2021,15.27647398,21.85849001
"Congressional District 16 (116th Congress), California",52403,747131,30.5,31.7,31,21945,175339,468615,275302,91111,237297,62910,12289,856,6,16,2021,26.51108105,33.09492848
"Congressional District 17 (116th Congress), California",154511,780242,35.5,37.3,36.3,66292,45294,540151,307058,69714,285348,39166,137772,2648,6,17,2021,13.72569634,22.703854
"Congressional District 18 (116th Congress), California",157239,744528,39.3,41.2,40.3,84340,39270,484447,301246,63000,246137,35026,119423,2351,6,18,2021,14.23028639,20.91314076
"Congressional District 19 (116th Congress), California",116609,754007,36.5,38.4,37.4,48549,58652,500568,298499,64022,258980,43790,53925,2053,6,19,2021,16.90864159,21.44797805
"Congressional District 20 (116th Congress), California",85614,744111,34.9,35.9,35.4,37350,83731,478750,289817,65329,245839,47169,38279,1646,6,20,2021,19.18694756,22.54146582
"Congressional District 21 (116th Congress), California",50309,710344,30.6,29.9,30.3,18604,150643,456687,240628,83699,249390,81597,7793,783,6,21,2021,32.71863347,34.78356633
"Congressional District 22 (116th Congress), California",70290,786891,32.2,33.8,32.9,31021,118829,485205,298568,78017,241923,54042,29564,988,6,22,2021,22.33851267,26.13039576
"Congressional District 23 (116th Congress), California",65784,771198,33.6,35,34.3,29683,127028,484874,288652,88321,249364,68867,28675,923,6,23,2021,27.6170578,30.597744
"Congressional District 24 (116th Congress), California",83503,739183,35.4,37.5,36.4,41097,90634,477766,300027,61123,246420,46270,43018,1620,6,24,2021,18.77688499,20.37249981
"Congressional District 25 (116th Congress), California",87671,745689,35.3,37.6,36.4,35938,88211,483278,289254,83834,245346,57211,34003,1601,6,25,2021,23.31849714,28.9828317
"Congressional District 26 (116th Congress), California",93176,722958,37.1,39.2,38.1,41466,63847,461106,289785,65261,232096,40613,41566,1811,6,26,2021,17.49836275,22.52048933
"Congressional District 27 (116th Congress), California",89708,708388,40.3,43.5,41.9,43980,70036,461244,305012,63886,227923,45043,62200,1662,6,27,2021,19.76237589,20.94540543
"Congressional District 28 (116th Congress), California",76855,704354,39.3,40.7,40,51317,88933,493139,303977,57832,253061,42051,58330,1632,6,28,2021,16.61694216,19.02512361
"Congressional District 29 (116th Congress), California",64066,703638,34.5,36.3,35.4,26603,112858,482079,284695,75466,243916,48434,18570,1407,6,29,2021,19.85683596,26.5076661
"Congressional District 30 (116th Congress), California",91231,761222,38.8,40.5,39.7,49086,77232,512397,321021,65103,255575,43508,57690,1772,6,30,2021,17.02357429,20.27998168
"Congressional District 31 (116th Congress), California",73754,754741,32.8,34.4,33.6,30079,98698,498336,296753,80824,248397,57299,32725,1331,6,31,2021,23.06750887,27.23611893
"Congressional District 32 (116th Congress), California",79816,705766,36.2,39.4,37.8,29319,78176,470699,291872,69585,236270,46949,25709,1532,6,32,2021,19.8709104,23.84093027
"Congressional District 33 (116th Congress), California",122270,709488,40.5,41.1,40.8,80875,55166,467472,305358,62845,227974,39018,85625,2243,6,33,2021,17.11510962,20.58076094
"Congressional District 34 (116th Congress), California",54103,716495,34.8,36.2,35.4,29846,150348,507718,287678,72159,270209,56992,32590,1284,6,34,2021,21.09182152,25.0832528
"Congressional District 35 (116th Congress), California",73377,739237,32.2,34.1,33.1,25261,98898,495587,286662,84666,250628,55567,17540,1392,6,35,2021,22.17110618,29.53513197
"Congressional District 36 (116th Congress), California",57732,747370,41.5,42.7,42.1,33132,116876,446221,302352,77730,228450,60817,31653,1064,6,36,2021,26.62158021,25.70844579
"Congressional District 37 (116th Congress), California",70976,712613,34.8,37.3,36,42276,116484,497144,306804,69223,245643,49963,54523,1578,6,37,2021,20.33967994,22.56261326
"Congressional District 38 (116th Congress), California",83143,711540,36.6,38.5,37.5,31017,66496,464803,292557,70040,232682,49051,29348,1555,6,38,2021,21.08070242,23.94063379
